"price","volume","yard","area","rooms","sleeping","iso","hood","garden","balcony","garage","age","openh","paint","days","mALM","mAMS","mBRE","mDHA","mEIN","mGRO","mNIJ","mROT","mTIL","mUTR"
325000,685,158,146,5,4,1,"Seizoenenbuurt",0,0,1,21,0,1,240,1,0,0,0,0,0,0,0,0,0
437500,788,169,176,6,5,0,"Homeruskwartier",1,0,0,9,0,0,86,1,0,0,0,0,0,0,0,0,0
350000,541,113,148,5,0,0,"",1,0,0,6,0,0,57,1,0,0,0,0,0,0,0,0,0
180000,165,0,49,3,2,0,"",0,1,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0
225000,245,0,71,3,2,0,"Homeruskwartier",1,0,0,9,0,0,31,1,0,0,0,0,0,0,0,0,0
225000,300,145,108,4,3,0,"Bloemenbuurt",1,0,0,28,0,0,38,1,0,0,0,0,0,0,0,0,0
1900000,1545,6340,352,7,6,0,"Overgooi",1,0,0,8,0,0,95,1,0,0,0,0,0,0,0,0,0
450000,591,345,161,4,3,0,"Eilandenbuurt",1,0,1,16,0,0,101,1,0,0,0,0,0,0,0,0,0
200000,225,0,72,3,2,0,"Centrum Almere-Stad",0,1,1,37,0,0,30,1,0,0,0,0,0,0,0,0,0
200000,338,135,110,6,4,0,"Kruidenwijk",1,0,0,33,0,0,65,1,0,0,0,0,0,0,0,0,0
350000,440,220,150,5,4,0,"Muziekwijk Noord",1,0,0,27,0,0,130,1,0,0,0,0,0,0,0,0,0
259500,369,152,112,5,4,0,"Danswijk",1,0,0,23,0,0,131,1,0,0,0,0,0,0,0,0,0
250000,454,160,112,4,3,0,"Stripheldenbuurt",1,0,0,13,0,0,91,1,0,0,0,0,0,0,0,0,0
225000,291,0,97,3,1,0,"Tussen de Vaarten Noord",0,1,0,19,0,0,50,1,0,0,0,0,0,0,0,0,0
250000,280,0,92,4,3,0,"Tussen de Vaarten Zuid",0,1,0,17,0,0,56,1,0,0,0,0,0,0,0,0,0
425000,345,0,108,3,2,0,"",0,1,1,2,0,0,22,1,0,0,0,0,0,0,0,0,0
1500000,1190,3000,238,6,5,0,"Overgooi",1,0,1,10,0,0,126,1,0,0,0,0,0,0,0,0,0
195000,196,0,67,3,2,0,"Filmwijk",0,0,0,25,0,0,63,1,0,0,0,0,0,0,0,0,0
275000,310,0,120,3,2,0,"Verspreide huizen Almere-Buiten",0,0,0,18,0,0,68,1,0,0,0,0,0,0,0,0,0
230000,181,0,55,2,1,0,"",0,1,0,4,0,0,28,1,0,0,0,0,0,0,0,0,0
295000,483,0,135,5,4,0,"Noorderplassen",1,0,0,13,0,0,70,1,0,0,0,0,0,0,0,0,0
200000,315,132,93,4,3,0,"Centrum Almere-Buiten",1,0,0,33,0,0,29,1,0,0,0,0,0,0,0,0,0
225000,380,0,115,5,4,0,"Stedenwijk",1,0,0,37,0,0,41,1,0,0,0,0,0,0,0,0,0
369000,442,100,144,5,0,0,"Homeruskwartier",1,0,0,7,0,0,141,1,0,0,0,0,0,0,0,0,0
400000,556,290,145,5,4,0,"De Velden",1,0,1,20,0,0,162,1,0,0,0,0,0,0,0,0,0
600000,504,313,202,5,4,0,"Columbuskwartier",1,0,0,0,0,0,137,1,0,0,0,0,0,0,0,0,0
275000,217,0,65,3,0,0,"",0,0,0,5,0,0,17,1,0,0,0,0,0,0,0,0,0
495000,670,1800,184,5,3,0,"",1,0,0,-1,0,0,249,1,0,0,0,0,0,0,0,0,0
500000,555,464,134,5,4,0,"Filmwijk",1,1,0,20,0,0,140,1,0,0,0,0,0,0,0,0,0
369500,528,0,162,5,3,0,"Stripheldenbuurt",1,0,1,14,1,0,82,1,0,0,0,0,0,0,0,0,0
275000,290,0,95,4,3,0,"",0,0,1,4,0,0,242,1,0,0,0,0,0,0,0,0,0
200000,305,0,104,4,3,0,"De Meenten",1,0,0,39,0,0,46,1,0,0,0,0,0,0,0,0,0
450000,600,294,170,4,3,0,"De Meenten",1,0,0,39,0,0,256,1,0,0,0,0,0,0,0,0,0
690000,968,1066,234,8,5,0,"Vogelhorst",1,0,1,24,0,0,367,1,0,0,0,0,0,0,0,0,0
689000,875,494,227,6,5,0,"Noorderplassen",1,0,1,12,0,0,156,1,0,0,0,0,0,0,0,0,0
245000,207,0,65,3,2,0,"",0,0,1,3,0,0,77,1,0,0,0,0,0,0,0,0,0
299000,289,0,82,4,0,0,"",0,0,0,0,0,0,127,1,0,0,0,0,0,0,0,0,0
242000,239,0,70,3,0,0,"",0,0,0,0,0,0,127,1,0,0,0,0,0,0,0,0,0
262500,308,0,84,3,0,0,"",0,0,0,0,0,0,127,1,0,0,0,0,0,0,0,0,0
925000,1335,800,304,6,5,0,"De Velden",1,1,1,19,1,0,158,1,0,0,0,0,0,0,0,0,0
995000,920,2295,223,6,5,0,"Overgooi",1,0,1,12,1,0,162,1,0,0,0,0,0,0,0,0,0
350000,438,0,145,3,2,0,"Eilandenbuurt",0,0,1,17,0,0,83,1,0,0,0,0,0,0,0,0,0
550000,680,421,181,6,5,0,"Literatuurwijk",1,0,0,21,1,0,171,1,0,0,0,0,0,0,0,0,0
1500000,1790,1920,482,7,6,0,"Overgooi",1,0,1,10,0,0,175,1,0,0,0,0,0,0,0,0,0
689000,736,1141,185,6,5,0,"Vogelhorst",1,0,1,27,0,0,182,1,0,0,0,0,0,0,0,0,0
400000,575,85,169,5,2,0,"Homeruskwartier",1,1,0,18,0,0,204,1,0,0,0,0,0,0,0,0,0
200000,189,0,57,2,0,0,"Europakwartier",0,0,0,10,0,0,88,1,0,0,0,0,0,0,0,0,0
270000,310,155,116,3,2,0,"Tussen de Vaarten Zuid",1,0,0,18,1,0,10,1,0,0,0,0,0,0,0,0,0
475000,500,0,176,3,2,0,"Verspreide huizen Almere-Buiten",0,0,0,18,0,0,155,1,0,0,0,0,0,0,0,0,0
225000,348,124,102,5,0,0,"Waterwijk",0,0,0,34,0,0,17,1,0,0,0,0,0,0,0,0,0
249500,400,240,160,5,4,0,"Faunabuurt",1,0,1,25,1,0,19,1,0,0,0,0,0,0,0,0,0
215000,385,123,114,6,5,0,"Stedenwijk",1,0,0,38,0,0,26,1,0,0,0,0,0,0,0,0,0
210000,252,0,77,3,2,0,"Stripheldenbuurt",1,0,1,14,0,0,140,1,0,0,0,0,0,0,0,0,0
235000,288,0,92,4,3,0,"Muziekwijk Zuid",0,0,0,30,0,0,113,1,0,0,0,0,0,0,0,0,0
475000,600,407,171,5,4,0,"Oostvaardersbuurt",1,0,0,19,0,0,234,1,0,0,0,0,0,0,0,0,0
325000,580,311,163,5,4,0,"Regenboogbuurt",1,0,1,22,0,0,36,1,0,0,0,0,0,0,0,0,0
275000,260,0,81,3,2,0,"Europakwartier",0,0,0,9,0,0,176,1,0,0,0,0,0,0,0,0,0
320000,518,243,147,6,5,0,"Regenboogbuurt",1,0,1,22,0,0,37,1,0,0,0,0,0,0,0,0,0
350000,575,151,162,6,5,0,"Noorderplassen",1,0,0,15,0,0,39,1,0,0,0,0,0,0,0,0,0
325000,535,159,159,8,7,0,"Verzetswijk",1,0,0,24,0,0,39,1,0,0,0,0,0,0,0,0,0
250000,390,169,108,3,2,0,"Stripheldenbuurt",1,0,0,13,0,0,40,1,0,0,0,0,0,0,0,0,0
378200,320,0,96,3,2,0,"",0,0,1,0,0,0,252,1,0,0,0,0,0,0,0,0,0
250000,425,144,117,5,4,0,"Stripheldenbuurt",1,0,0,15,0,0,43,1,0,0,0,0,0,0,0,0,0
365000,625,268,180,4,3,0,"Verspreide huizen Almere-Buiten",1,0,1,13,0,0,43,1,0,0,0,0,0,0,0,0,0
325000,485,212,121,5,4,0,"Filmwijk",1,0,1,25,0,0,43,1,0,0,0,0,0,0,0,0,0
365000,505,265,119,5,4,0,"Waterwijk",1,1,1,32,0,0,43,1,0,0,0,0,0,0,0,0,0
309500,359,0,82,3,2,0,"",1,0,1,0,0,0,254,1,0,0,0,0,0,0,0,0,0
1000000,1225,577,272,6,5,0,"Homeruskwartier",1,0,0,8,0,0,246,1,0,0,0,0,0,0,0,0,0
475000,559,253,158,6,4,0,"Oostvaardersbuurt",1,0,0,18,0,0,50,1,0,0,0,0,0,0,0,0,0
235000,345,137,100,5,4,0,"Danswijk",1,0,0,22,0,0,50,1,0,0,0,0,0,0,0,0,0
225000,324,168,103,4,3,0,"Stedenwijk",1,0,0,37,0,0,50,1,0,0,0,0,0,0,0,0,0
425000,600,232,168,4,3,0,"",1,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0
325000,475,186,141,4,3,0,"Tussen de Vaarten Zuid",1,0,0,16,0,0,61,1,0,0,0,0,0,0,0,0,0
497000,595,0,204,5,4,0,"",1,0,0,0,0,0,252,1,0,0,0,0,0,0,0,0,0
330000,249,0,94,3,2,0,"",1,1,0,0,0,0,123,1,0,0,0,0,0,0,0,0,0
330000,246,0,93,3,2,0,"",1,1,0,0,0,0,123,1,0,0,0,0,0,0,0,0,0
449900,543,0,120,4,3,0,"",1,0,0,0,0,0,252,1,0,0,0,0,0,0,0,0,0
345000,511,98,151,5,4,0,"",1,0,0,6,0,0,28,1,0,0,0,0,0,0,0,0,0
535000,600,567,157,6,5,0,"Waterwijk",1,0,1,30,0,0,74,1,0,0,0,0,0,0,0,0,0
725000,900,642,226,6,5,0,"Muziekwijk Noord",1,1,1,28,0,0,78,1,0,0,0,0,0,0,0,0,0
214400,300,0,140,5,4,0,"Muziekwijk Noord",1,0,1,27,1,0,19,1,0,0,0,0,0,0,0,0,0
305000,332,0,107,4,3,0,"Centrum Almere-Haven",0,1,0,33,0,0,21,1,0,0,0,0,0,0,0,0,0
225000,250,0,76,3,2,0,"Noorderplassen",1,1,0,8,0,0,22,1,0,0,0,0,0,0,0,0,0
600000,625,408,177,5,4,0,"Columbuskwartier",1,1,0,9,0,0,282,1,0,0,0,0,0,0,0,0,0
200000,178,0,58,2,0,0,"Europakwartier",0,0,0,10,0,0,10,1,0,0,0,0,0,0,0,0,0
599000,597,0,188,4,3,0,"Verspreide huizen Almere-Pampus",1,0,1,18,0,0,231,1,0,0,0,0,0,0,0,0,0
240000,230,0,67,3,2,1,"Europakwartier",0,0,0,2,0,1,226,1,0,0,0,0,0,0,0,0,0
443000,393,0,131,4,3,0,"Columbuskwartier",1,0,0,0,0,0,246,1,0,0,0,0,0,0,0,0,0
395000,510,0,145,5,4,0,"Muziekwijk Noord",1,0,1,18,0,0,277,1,0,0,0,0,0,0,0,0,0
485000,535,0,173,4,3,0,"Verspreide huizen Almere-Stad",0,0,1,12,0,0,80,1,0,0,0,0,0,0,0,0,0
498000,500,0,150,5,3,0,"Literatuurwijk",1,1,1,18,0,0,297,1,0,0,0,0,0,0,0,0,0
750000,995,606,262,5,4,0,"Homeruskwartier",1,1,0,8,0,0,172,1,0,0,0,0,0,0,0,0,0
350000,455,181,127,4,3,0,"Eilandenbuurt",1,0,1,18,0,0,183,1,0,0,0,0,0,0,0,0,0
250000,230,0,71,3,2,0,"",0,1,0,2,0,0,121,1,0,0,0,0,0,0,0,0,0
239500,210,0,64,3,2,0,"",0,1,0,3,0,0,122,1,0,0,0,0,0,0,0,0,0
270000,340,177,117,5,3,0,"Tussen de Vaarten Zuid",1,0,0,16,0,0,127,1,0,0,0,0,0,0,0,0,0
550000,545,134,148,5,4,0,"",1,0,0,3,0,0,205,1,0,0,0,0,0,0,0,0,0
325000,485,148,127,5,3,0,"Muziekwijk Noord",1,0,1,26,0,0,249,1,0,0,0,0,0,0,0,0,0
175000,256,0,82,3,2,0,"Centrum Almere-Buiten",1,0,0,32,0,0,192,1,0,0,0,0,0,0,0,0,0
340000,257,0,97,3,2,0,"",1,1,0,0,0,0,123,1,0,0,0,0,0,0,0,0,0
500000,690,425,170,5,4,0,"Heerevelden",1,0,1,27,0,0,27,0,0,0,0,0,0,0,0,1,0
239500,388,148,108,5,4,0,"Gesworen Hoek",1,0,0,36,0,0,7,0,0,0,0,0,0,0,0,1,0
259500,275,116,97,4,3,0,"Centrum",1,0,0,114,0,0,3,0,0,0,0,0,0,0,0,1,0
455000,808,225,203,5,4,0,"Koolhoven",1,0,1,12,0,0,14,0,0,0,0,0,0,0,0,1,0
235000,339,132,95,5,3,0,"Groenewoud",1,0,0,73,0,0,4,0,0,0,0,0,0,0,0,1,0
350000,345,0,93,3,2,0,"Hagelkruis",1,0,1,13,0,0,3,0,0,0,0,0,0,0,0,1,0
475000,512,415,137,5,4,0,"De Reit",1,0,1,45,0,0,1,0,0,0,0,0,0,0,0,1,0
700000,993,679,255,10,6,0,"Tuindorp de Kievit",1,0,1,24,0,0,127,0,0,0,0,0,0,0,0,1,0
235000,405,109,112,6,4,0,"Loven",1,0,0,87,0,0,23,0,0,0,0,0,0,0,0,1,0
169500,300,149,95,4,3,0,"Het Zand",0,0,1,63,0,0,14,0,0,0,0,0,0,0,0,1,0
257500,267,161,92,4,3,0,"Gesworen Hoek",1,0,1,32,0,0,4,0,0,0,0,0,0,0,0,1,0
249500,390,150,115,5,4,0,"Dalem",0,0,0,22,0,0,15,0,0,0,0,0,0,0,0,1,0
265000,338,259,102,3,2,0,"Gesworen Hoek",1,0,1,33,0,0,18,0,0,0,0,0,0,0,0,1,0
250000,330,109,105,4,3,0,"Trouwlaan",0,0,0,64,0,0,10,0,0,0,0,0,0,0,0,1,0
175000,370,140,123,4,3,0,"Stokhasselt-Noord",1,0,0,44,0,0,10,0,0,0,0,0,0,0,0,1,0
319000,346,149,124,5,4,0,"Koolhoven",1,0,0,13,0,0,9,0,0,0,0,0,0,0,0,1,0
350000,420,250,145,5,4,0,"Dalem",0,0,0,19,0,0,41,0,0,0,0,0,0,0,0,1,0
339000,420,141,142,5,4,0,"Witbrant",1,0,1,15,0,0,26,0,0,0,0,0,0,0,0,1,0
339000,457,249,126,5,3,0,"Campenhoef",1,0,0,27,0,0,42,0,0,0,0,0,0,0,0,1,0
369000,450,245,149,5,4,0,"Koolhoven",0,0,0,12,0,0,23,0,0,0,0,0,0,0,0,1,0
395000,691,273,178,4,3,0,"Dalem",1,1,1,20,0,0,77,0,0,0,0,0,0,0,0,1,0
325000,400,237,112,5,4,0,"Campenhoef",1,0,1,27,0,0,46,0,0,0,0,0,0,0,0,1,0
250000,407,183,106,6,2,0,"Het Goirke",1,1,0,143,0,0,36,0,0,0,0,0,0,0,0,1,0
265000,340,146,100,4,2,0,"Hagelkruis",1,0,0,113,0,0,7,0,0,0,0,0,0,0,0,1,0
285000,475,161,139,6,5,0,"Tuindorp de Kievit",1,1,0,20,0,0,48,0,0,0,0,0,0,0,0,1,0
279500,512,278,127,5,4,0,"Tuindorp de Kievit",1,0,1,27,0,0,25,0,0,0,0,0,0,0,0,1,0
519000,600,480,187,5,4,0,"Tuindorp de Kievit",1,0,1,23,0,0,84,0,0,0,0,0,0,0,0,1,0
279500,433,144,135,6,5,0,"Dalem",0,0,0,19,0,0,15,0,0,0,0,0,0,0,0,1,0
269500,376,133,115,5,3,0,"Witbrant",1,0,0,15,0,0,14,0,0,0,0,0,0,0,0,1,0
199500,485,23,135,5,4,0,"Hasselt",0,1,1,56,0,0,26,0,0,0,0,0,0,0,0,1,0
335000,525,131,150,6,5,0,"",1,0,0,3,0,0,31,0,0,0,0,0,0,0,0,1,0
269000,330,111,111,4,3,0,"Korvel",1,0,0,114,0,0,50,0,0,0,0,0,0,0,0,1,0
180000,245,155,65,3,2,0,"De Reit",1,0,0,59,0,0,10,0,0,0,0,0,0,0,0,1,0
215000,350,149,102,6,4,0,"Tuindorp de Kievit",1,0,0,23,0,0,24,0,0,0,0,0,0,0,0,1,0
289500,374,68,95,5,4,0,"Hagelkruis",1,1,0,18,0,0,20,0,0,0,0,0,0,0,0,1,0
550000,700,105,175,4,3,0,"Centrum",1,0,0,83,0,0,41,0,0,0,0,0,0,0,0,1,0
599000,630,663,146,3,2,0,"De Blaak",1,0,1,24,0,0,65,0,0,0,0,0,0,0,0,1,0
206000,190,71,71,3,2,0,"Oude Dijk",0,0,0,31,0,0,21,0,0,0,0,0,0,0,0,1,0
309000,320,142,107,4,3,0,"Armhoef",1,0,0,88,0,0,46,0,0,0,0,0,0,0,0,1,0
199500,388,177,86,3,2,0,"Hasselt",1,0,0,93,0,0,49,0,0,0,0,0,0,0,0,1,0
235000,360,95,97,4,2,0,"Loven",1,0,0,94,0,0,15,0,0,0,0,0,0,0,0,1,0
215000,380,139,113,6,4,0,"Huibeven",1,0,0,31,0,0,31,0,0,0,0,0,0,0,0,1,0
245000,430,119,122,5,4,0,"Gasthuisstraat",1,0,0,91,0,0,21,0,0,0,0,0,0,0,0,1,0
375000,560,280,155,3,2,0,"Groeseind",1,0,1,113,0,0,52,0,0,0,0,0,0,0,0,1,0
215000,390,162,111,5,4,0,"Wandelbos-Zuid",1,0,0,55,0,0,10,0,0,0,0,0,0,0,0,1,0
445000,1350,340,300,9,2,0,"Besterd",1,0,0,114,0,0,275,0,0,0,0,0,0,0,0,1,0
419500,467,537,145,4,3,0,"Dalem",1,0,0,22,0,0,86,0,0,0,0,0,0,0,0,1,0
275000,555,132,120,5,4,0,"Zorgvlied",1,0,0,62,0,0,19,0,0,0,0,0,0,0,0,1,0
375000,520,430,151,6,4,0,"Hoefstraat",1,0,1,81,0,0,64,0,0,0,0,0,0,0,0,1,0
289500,395,174,116,4,3,0,"Dongewijk",1,0,0,24,0,0,37,0,0,0,0,0,0,0,0,1,0
182500,335,171,97,4,0,0,"Vlashof",1,0,0,52,0,0,7,0,0,0,0,0,0,0,0,1,0
235000,341,150,100,5,3,0,"Dalem",1,0,0,23,0,0,52,0,0,0,0,0,0,0,0,1,0
200000,360,154,113,6,5,0,"Groenewoud",1,0,0,63,0,0,43,0,0,0,0,0,0,0,0,1,0
245000,355,138,103,4,3,0,"Hagelkruis",1,0,0,93,0,0,9,0,0,0,0,0,0,0,0,1,0
164000,328,135,86,4,3,0,"Buitengebied Noordoost",1,0,0,44,0,0,64,0,0,0,0,0,0,0,0,1,0
189500,315,129,75,4,3,0,"Het Zand",1,0,0,61,0,0,15,0,0,0,0,0,0,0,0,1,0
346500,490,238,154,6,4,0,"Dalem",1,0,1,15,0,0,21,0,0,0,0,0,0,0,0,1,0
190000,215,125,75,3,2,0,"Groeseind",1,0,0,100,0,0,46,0,0,0,0,0,0,0,0,1,0
219000,390,122,110,5,4,0,"De Reit",1,0,0,59,0,0,28,0,0,0,0,0,0,0,0,1,0
169500,220,81,77,4,3,0,"Korvel",0,0,0,93,0,0,39,0,0,0,0,0,0,0,0,1,0
225000,320,105,110,5,4,0,"Broekhoven",1,0,0,79,0,0,59,0,0,0,0,0,0,0,0,1,0
275000,405,173,115,4,3,0,"Het Goirke",1,0,1,88,0,0,38,0,0,0,0,0,0,0,0,1,0
180000,347,131,103,5,4,0,"Stokhasselt-Noord",1,0,0,51,0,0,28,0,0,0,0,0,0,0,0,1,0
685000,660,2565,165,4,3,0,"Buitengebied Zuidwest",1,0,1,99,0,0,65,0,0,0,0,0,0,0,0,1,0
550000,415,0,140,3,2,0,"Centrum",0,1,1,40,0,0,9,0,0,0,0,0,0,0,0,1,0
200000,405,85,118,5,4,0,"Hagelkruis",1,0,0,88,1,0,31,0,0,0,0,0,0,0,0,1,0
250000,480,152,127,4,3,0,"Hoefstraat",1,0,0,100,0,0,32,0,0,0,0,0,0,0,0,1,0
300000,402,84,108,4,3,0,"Loven",0,0,0,-1,0,0,18,0,0,0,0,0,0,0,0,1,0
302500,387,77,103,4,3,0,"Loven",0,0,0,-1,0,0,18,0,0,0,0,0,0,0,0,1,0
200000,555,125,136,6,5,0,"Gasthuisstraat",1,0,1,60,0,0,64,0,0,0,0,0,0,0,0,1,0
175000,350,100,84,5,4,0,"Hoefstraat",0,0,0,88,0,0,23,0,0,0,0,0,0,0,0,1,0
200000,335,160,95,5,4,0,"De Reit",1,0,0,56,0,0,53,0,0,0,0,0,0,0,0,1,0
175000,310,0,98,4,3,0,"De Lijnse Hoek",0,1,0,49,0,0,49,0,0,0,0,0,0,0,0,1,0
240000,377,88,112,7,5,0,"Hoefstraat",1,0,0,64,0,0,71,0,0,0,0,0,0,0,0,1,0
367500,400,220,120,5,3,0,"De Blaak",1,0,1,36,0,0,78,0,0,0,0,0,0,0,0,1,0
375000,365,285,115,5,4,0,"Zorgvlied",1,1,0,66,0,0,63,0,0,0,0,0,0,0,0,1,0
209500,375,189,108,4,3,0,"Hasselt",1,0,0,93,0,0,49,0,0,0,0,0,0,0,0,1,0
259500,275,0,84,3,2,0,"Broekhoven",0,1,0,15,0,0,15,0,0,0,0,0,0,0,0,1,0
262500,422,161,113,5,4,0,"Dongewijk",1,0,0,24,0,0,95,0,0,0,0,0,0,0,0,1,0
250000,411,235,126,5,3,0,"Gasthuisstraat",1,0,0,114,0,0,112,0,0,0,0,0,0,0,0,1,0
219000,315,125,80,3,2,0,"Hoefstraat",1,0,1,109,0,0,59,0,0,0,0,0,0,0,0,1,0
194500,307,117,75,4,2,0,"Korvel",1,0,0,88,0,0,64,0,0,0,0,0,0,0,0,1,0
192500,293,0,91,3,0,0,"Stokhasselt-Noord",0,1,0,15,0,0,14,0,0,0,0,0,0,0,0,1,0
169500,352,173,101,6,4,0,"Stokhasselt-Noord",1,0,0,52,0,0,64,0,0,0,0,0,0,0,0,1,0
495000,615,305,168,5,4,0,"De Blaak",1,1,0,41,0,0,87,0,0,0,0,0,0,0,0,1,0
235000,488,82,100,5,3,0,"Het Goirke",1,0,0,114,0,0,3,0,0,0,0,0,0,0,0,1,0
375000,503,188,131,5,4,0,"Armhoef",1,0,1,88,0,0,3,0,0,0,0,0,0,0,0,1,0
725000,719,465,195,6,4,0,"Het Laar",1,1,0,12,0,0,3,0,0,0,0,0,0,0,0,1,0
469000,563,345,133,4,3,0,"De Blaak",1,1,1,39,0,0,2,0,0,0,0,0,0,0,0,1,0
700000,940,526,224,6,4,0,"Koolhoven",1,0,1,12,0,0,3,0,0,0,0,0,0,0,0,1,0
379500,435,159,130,6,4,0,"Zorgvlied",1,0,0,48,1,0,2,0,0,0,0,0,0,0,0,1,0
230000,339,133,99,5,4,0,"Huibeven",1,1,1,30,0,0,1,0,0,0,0,0,0,0,0,1,0
429500,660,180,154,5,4,0,"Het Goirke",1,0,0,136,0,0,93,0,0,0,0,0,0,0,0,1,0
525000,740,519,187,5,4,0,"Heerevelden",1,0,1,28,0,0,196,0,0,0,0,0,0,0,0,1,0
359500,545,202,162,7,6,0,"Tuindorp de Kievit",1,0,0,23,0,0,72,0,0,0,0,0,0,0,0,1,0
200000,258,0,81,3,2,0,"Korvel",0,1,1,65,0,0,6,0,0,0,0,0,0,0,0,1,0
200000,445,111,123,5,4,0,"Korvel",1,0,0,39,0,0,89,0,0,0,0,0,0,0,0,1,0
484500,660,620,154,5,4,0,"Dongewijk",1,0,1,23,0,0,81,0,0,0,0,0,0,0,0,1,0
439000,665,313,152,6,5,0,"Dalem",1,1,1,20,0,0,217,0,0,0,0,0,0,0,0,1,0
260000,252,0,87,3,0,0,"De Schans",0,1,0,7,0,0,38,0,0,0,0,0,0,0,0,1,0
225000,295,0,95,3,2,0,"Stokhasselt-Noord",0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,1,0
175000,215,0,63,3,2,0,"Oude Dijk",0,1,0,31,0,0,8,0,0,0,0,0,0,0,0,1,0
175000,255,81,65,4,3,0,"Het Goirke",1,0,0,114,0,0,64,0,0,0,0,0,0,0,0,1,0
450000,628,408,191,5,4,0,"Dalem",1,0,1,19,0,0,210,0,0,0,0,0,0,0,0,1,0
250000,417,164,123,4,3,0,"Groenewoud",1,0,1,41,0,0,72,0,0,0,0,0,0,0,0,1,0
210000,220,0,81,3,2,0,"Centrum",0,0,0,53,0,0,15,0,0,0,0,0,0,0,0,1,0
695000,700,295,208,9,7,0,"Zorgvlied",0,0,0,88,0,0,141,0,0,0,0,0,0,0,0,1,0
825000,1150,980,330,7,4,0,"De Blaak",1,1,1,40,0,0,232,0,0,0,0,0,0,0,0,1,0
250000,270,0,77,3,2,0,"Koestraat",1,0,0,102,0,0,26,0,0,0,0,0,0,0,0,1,0
225000,290,0,88,4,3,0,"Trouwlaan",0,1,0,36,0,0,22,0,0,0,0,0,0,0,0,1,0
339000,430,174,130,5,3,0,"Gasthuisstraat",1,0,1,23,0,0,122,0,0,0,0,0,0,0,0,1,0
325000,390,0,112,3,1,0,"Gasthuisstraat",1,0,0,125,0,0,72,0,0,0,0,0,0,0,0,1,0
1600000,2435,17900,505,13,9,0,"De Reit",1,0,1,103,0,0,296,0,0,0,0,0,0,0,0,1,0
169000,120,0,43,2,1,0,"Tivoli",0,0,0,10,0,0,21,0,0,0,0,0,0,0,0,1,0
225000,200,0,70,3,2,0,"Centrum",0,0,0,19,0,0,38,0,0,0,0,0,0,0,0,1,0
150000,189,0,58,2,1,0,"Groeseind",0,1,0,42,0,0,53,0,0,0,0,0,0,0,0,1,0
300000,350,80,110,5,4,0,"Broekhoven",1,0,0,23,0,0,148,0,0,0,0,0,0,0,0,1,0
235000,261,0,80,3,0,0,"Hagelkruis",0,1,0,10,0,0,74,0,0,0,0,0,0,0,0,1,0
199500,510,180,97,4,3,0,"Korvel",1,0,0,93,1,0,95,0,0,0,0,0,0,0,0,1,0
350000,385,0,153,3,2,0,"Hagelkruis",0,0,1,15,0,0,54,0,0,0,0,0,0,0,0,1,0
200000,270,78,77,5,3,0,"Rooi Harten",1,0,0,114,0,0,4,0,0,0,0,0,0,0,0,1,0
475000,500,300,144,4,3,0,"Witbrant",1,0,1,13,0,0,4,0,0,0,0,0,0,0,0,1,0
339000,866,255,194,6,4,0,"Jeruzalem",1,0,1,67,0,0,164,0,0,0,0,0,0,0,0,1,0
335000,368,0,120,3,2,0,"Groenewoud",0,0,1,14,0,0,91,0,0,0,0,0,0,0,0,1,0
289500,335,0,102,3,2,0,"Besterd",0,0,1,14,0,0,37,0,0,0,0,0,0,0,0,1,0
289500,300,0,90,3,2,0,"Loven",0,0,1,14,0,0,37,0,0,0,0,0,0,0,0,1,0
175000,210,0,62,3,2,0,"Hoefstraat",1,0,0,41,0,0,58,0,0,0,0,0,0,0,0,1,0
179000,190,0,78,4,3,0,"Hagelkruis",0,0,0,52,0,0,24,0,0,0,0,0,0,0,0,1,0
150000,128,0,49,2,1,0,"Korvel",1,0,0,69,0,0,10,0,0,0,0,0,0,0,0,1,0
368500,531,188,150,6,3,0,"De Reit",1,0,0,83,0,0,30,0,0,0,0,0,0,0,0,1,0
185000,355,0,108,4,3,0,"Het Zand",0,1,0,51,0,0,81,0,0,0,0,0,0,0,0,1,0
435000,364,0,125,3,2,0,"Centrum",0,1,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0
315000,506,186,137,4,3,0,"Tuindorp de Kievit",1,0,0,22,0,0,182,0,0,0,0,0,0,0,0,1,0
885000,720,565,240,6,4,0,"De Blaak",1,0,1,29,0,0,294,0,0,0,0,0,0,0,0,1,0
395000,500,414,161,6,5,0,"Tuindorp de Kievit",1,0,0,25,0,0,124,0,0,0,0,0,0,0,0,1,0
645000,610,399,189,6,5,0,"Koolhoven",1,0,1,10,0,0,45,0,0,0,0,0,0,0,0,1,0
275000,555,224,146,5,4,0,"Dalem",1,0,1,19,0,0,129,0,0,0,0,0,0,0,0,1,0
239500,285,0,89,3,2,0,"Groenewoud",0,1,0,16,0,0,109,0,0,0,0,0,0,0,0,1,0
870000,1635,496,374,12,5,1,"Tivoli",0,0,0,87,0,1,285,0,0,0,0,0,0,0,0,1,0
394950,696,253,161,6,0,0,"",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0
279950,457,145,126,5,0,0,"",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0
329950,636,164,169,6,0,0,"",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0
